X	Y
3,872358855	1,25348501
1,494783929	1,179751782
-2,21769464	4,482729772
2,522758462	1,136323804
-4,323406596	5,005327707
-2,608906918	1,204035139
1,675183426	0,623689656
1,893879492	1,073697123
-3,000962665	-0,985794343
-3,168940161	-0,942766819
-4,269010841	5,355449307
-2,855903624	5,778635655
-4,440079512	5,305848009
0,757431738	1,835697719
-4,640276837	4,996480154
3,345060184	0,910254549
-2,103141088	5,759922339
-4,082359405	5,457688794
4,075787675	1,440342463
-4,434200073	5,501809134
3,241391986	1,745696865
3,867896127	1,02698943
-1,657557566	5,019442877
-4,76063948	4,620985725
-4,264269307	4,989648547
3,405469681	0,915321233
1,909320051	0,327678657
0,739797252	1,777001603
0,495018292	1,516411188
-2,233952889	5,162383065
-4,389349792	4,899515164
-4,345004894	4,578051108
0,896871484	1,603965416
-3,784073307	-1,282923387
2,910817805	0,559405912
-2,904373889	-1,348452187
-4,000755235	-0,543582932
-4,447298188	4,549233385
-5,01288138	4,710741198
2,51831911	0,496283146
-3,059535316	0,813104205
2,866264998	0,747475298
-3,000886742	5,332542172
-5,095770163	4,752478139
4,193611141	1,733386925
-2,101071445	0,972802306
3,27150918	1,44317397
0,994934133	2,0835378
-4,194731878	6,03127697
3,761085495	1,040170308
2,679099327	0,632343765
-3,510526176	5,475867656
0,56572629	2,269938533
-3,043666466	5,412583639
-1,665783214	4,641774811
-3,002934407	5,860415219
-3,027164215	6,19001617
3,052985494	0,791886384
-2,531580603	5,637122509
-2,202287154	4,832432364
-3,80399433	6,196532944
-2,696584442	5,795933642
1,544572672	1,210034577
3,360524388	0,97186672
-4,386755521	5,50175856
-3,834579857	-0,194392319
-1,876440719	4,927213374
-1,979196481	1,313646831
-1,374397972	4,640775936
1,29098635	1,292197224
-5,125605568	5,015578483
-3,431413221	-0,151840545
-3,560530363	-1,470531684
-4,672150173	4,548030196
-4,11457243	5,936500246
-4,193159381	4,807776372
-4,171324314	5,97334578
-3,230581284	5,743967828
3,034063411	0,959446975
-2,352114587	4,907131473
-2,104861769	0,881720137
1,194987156	0,522005639
-1,625378196	5,355479242
-2,035678056	0,823427151
-2,362735024	5,518968565
2,10342525	0,597599757
3,640431086	1,486826123
2,269041083	0,476965107
3,084830392	0,480083613
0,569085314	2,090858131
-5,254513587	4,474609908
-4,176037541	0,114470507
1,098485694	0,876051082
-3,090683276	5,521067163
2,233930431	0,732869104
3,795086069	1,139017093
-2,301364488	5,813743988
1,321229987	0,698975675
-3,371388098	-0,595185629
1,237580368	1,225946445
1,450536965	0,73339963
-4,851685349	5,584879687
-4,750017525	4,650450345
-4,090784747	0,053278602
2,237761596	1,095449976
-2,354961882	4,766473656
-3,204711568	5,512419999
2,23441085	0,620424121
-4,074327074	0,1156763
-4,994820835	5,35529812
-4,812163587	5,009608238
0,783927518	1,399243578
0,815137576	0,869076698
-3,345417029	-0,286906041
1,092804147	2,150684879
-2,956330405	-1,269076907
-2,585144661	5,60529208
-4,4490513	5,757669693
1,824790485	0,341704333
-2,918721952	1,102483891
-2,370662216	5,083753527
2,562082699	0,85329061
3,045116649	0,315073186
-1,957619787	1,110704873
1,04776712	0,602186938
-3,357151685	5,999804064
2,914384377	0,901680922
-4,025322269	-0,267058297
-5,16032384	4,431256338
-3,295515826	5,575914031
-3,509941286	-0,705263641
-2,681734736	1,352320733
-3,178974479	6,21394345
0,509500621	1,900286439
1,459268632	1,412161785
-4,166187269	5,54057475
-3,384479771	-0,473654724
3,552118877	0,906805559
-1,972285835	4,495330759
0,848738541	1,105968477
-3,395364328	5,987731395
-4,140136681	0,168524578
-4,707288811	4,478837537
-3,512727597	5,633727312
-3,560173605	5,525116559
-2,687588894	5,865014961
-4,11032961	5,1265183
1,672840138	0,316951112
-1,920325746	5,37083492
-2,642915512	5,910455267
-3,746116751	0,651589801
-4,433727506	4,953010151
0,730761577	1,424273194
1,435017363	0,54079279
0,837106002	2,084888854
-4,435041237	5,317448207
-2,035644119	4,54564601
-2,275464939	1,393673684
2,210722225	0,256736459
-5,093351524	4,195988894
-4,274032166	0,175198413
-4,469525667	5,153827774
-3,647793752	0,319096519
3,2966646	1,298082038
-3,895832536	5,262907832
0,37352182	2,00979052
-1,930958475	5,000335351
3,003725054	0,849182219
-4,524393371	5,478538896
0,475101891	1,790280217
-2,127183706	5,085750242
-4,101362367	-0,795408579
3,159969668	1,538791106
-2,403890154	5,530312906
-4,033653273	-0,958380009
-2,158318243	4,898434864
-2,31552932	5,429940953
3,471952778	0,903459158
-2,745136226	5,580177352
-2,101605733	1,260817253
1,113782915	1,950307831
-2,270697954	1,1088171
-3,115070025	6,307971974
2,968679042	1,065352388
-2,809303537	1,23676024
1,75459162	1,122891125
-2,107859582	4,828005069
2,211518293	1,036817636
2,941800795	0,728904064
-4,760746659	5,196988387
3,226482199	0,899798284
-3,188190916	5,40946263
3,886072975	1,055712839
-1,763815252	5,207194066
-3,722678451	5,356816261
-2,945143247	-1,059630028
-3,591591436	0,133162005
-4,884020694	5,477814437
2,09273531	1,071974821
2,450348523	0,873245405
1,322551167	0,37494971
-2,892653133	5,760325098
-4,222973054	5,766501595
0,89103579	0,857667673
-2,914881423	6,108052466
-2,850433222	5,603262482
-2,332467635	4,892373926
-3,83041631	6,211799058
3,403544131	0,605155559
4,065842222	1,318965531
3,596219553	1,335858835
-4,573049951	5,351223372
-4,803099856	4,19481141
3,229866967	1,481784853
-3,761319356	5,289056067
-2,194984942	5,813135182
-3,431753288	-0,943285822
2,507196622	0,998662287
-3,519809213	0,300886617
