X	Y
-2,5244179712538863	-4,149893779367461
1,877080133501144	-2,5069542393643296
-2,3271977744166676	2,312668092325967
3,4556765596664962	-2,2987187367937283
2,0376574964169984	-2,5853580814232195
-0,8591352088344593	4,512800452756355
-2,128906720914444	-4,611100172838356
-2,4638535170043916	-4,755739484300898
-2,4551008761449378	2,4919788550957644
-2,448798694063547	-2,463703298719389
1,705969038525136	-1,8031999711150495
-3,06746900012613	2,7888827426654417
3,674005956933684	-2,7030613955790126
4,192122832422659	-2,6398563208634487
-2,892753203596384	-2,5819319971024948
-1,6499069732766825	-5,140033618340956
0,02509994582219255	3,7167253924304955
-3,64811463627688	-3,4567421338410687
4,212584527361704	-3,1533564971512336
-1,621824775545004	-4,875807414526452
-2,8509972557439496	-3,398729916266749
-2,056071095709172	-4,937688619685511
-1,8998683389909683	-4,452622388268085
-2,2369700071733276	-2,3082538596778877
4,58587047397041	-3,1799177509903336
-2,3479734717919056	-2,371764468965881
-3,3167052658404685	-2,880650712720378
-3,0063042254364634	2,5770429486102064
-2,170221042717066	-4,673655697672563
4,513740516624782	-2,2979240806860526
-2,9683609932661343	-2,348528583097221
-2,812134253805617	3,9641873491268265
-2,7109063999913507	-3,09351135855736
3,2758967798662493	-2,2583294458034837
-1,9610577068386785	-4,921433599784412
-2,34695695007414	-2,117295395494904
-3,0909807539794727	1,8991779381868024
-2,389669344310705	-1,6810338034974723
-1,471539127123958	4,494587686325271
1,3574504237258456	-2,078933889347097
-3,12173560175811	-2,396499453479019
-1,9620661744168701	-1,9580455518285065
-2,356820483378896	2,2929011033234588
-1,6552988544366227	-4,658768448050507
3,143010419091075	-2,2572279748726567
2,184591482495358	-2,636657252395354
3,4721108955582975	-2,486589365091062
1,8238297554518192	-3,1056908217985884
-1,979198525621169	4,200091519379877
-3,110756336453791	-2,082760241418013
-2,4379715182800688	2,3750501370118857
-1,4952340414193375	-4,422252358757893
-2,7739452391137567	-4,443345957994383
1,7802615377823052	-2,452518636245992
3,1772554273529954	-2,379648153056338
-1,4512802700918281	-4,88991891086031
-2,7022245960292564	2,870588674114006
2,813664645632269	-2,0906777535510552
4,120971315367605	-1,8228301398561833
-2,665941661073843	-2,1988432276639034
-0,9621648869332147	3,829903322870402
-0,053513508110414776	3,8625011688622726
-2,020094407503347	-4,594766313483877
3,7560476695083618	-2,7972469535521602
-2,2600689482140117	-2,5766359345509744
-2,1866025358129253	-2,1654483505815723
-1,0587492449770668	4,499912444183363
-2,3282818174147955	2,042587517038579
-0,3732197667539068	3,7376587451317884
4,3161518489329485	-2,3756409883053315
1,9716971282136648	-2,715299481911801
-2,8390540714629875	-2,1661657618216585
-2,6752536414549386	-2,595140221875913
-1,232434090178831	3,8795484392584423
1,965887274993203	-2,180138813182383
-3,6007818732667136	-3,6858093176997606
-2,1604976675811214	-5,179988728838714
2,351741511800116	-2,4785774138818732
1,1467345254647396	-3,259478066683307
-2,3741119830951423	-4,35485085568171
-1,8500247738929962	-2,3804825154094855
-1,377168019932147	4,481357237213645
2,6010567043981037	-1,6430034190083977
-1,9251269566322564	-5,0786086716303265
-2,8306137478073854	-3,3762589781922308
-2,6726143748791964	-3,908701276616918
-1,755247543223027	4,043742495801125
-1,8089602903091198	3,8567996019269577
-2,833229059770324	-3,7180836367918983
4,508075465190474	-2,8177639724977244
2,1803120981254165	-1,783029271539659
-2,9468742167453925	-3,3143834232281177
4,423265375417608	-2,291614631694191
-2,310834209645586	-1,6186817548382133
3,24387363330613	-2,016434651780595
-3,0807386650403097	-4,738536706160449
-1,1797340993670904	3,683509733117594
-0,6978316063005199	4,280472614060843
-2,1144147763696757	3,5629582665816195
3,144358232477517	-1,5228561148493063
-1,7174249301632416	-4,891163892517006
-2,8743797507401734	-4,25833976355708
-2,724046908322589	2,127336340297057
-2,164463299661028	4,2027365340960365
-1,4780978895885706	3,7782016720408427
-2,2836662155065897	-5,287125490023576
-2,302490919415315	3,972500337212203
3,752297477457282	-2,2666956760823513
-3,0742091840913766	1,9066631308619422
-2,8341583854617496	-4,553295421207732
-3,447338636140053	-3,3661799777410852
3,9729016381615647	-3,0460466444565517
-2,3303406056816622	3,4741889732192455
-1,7826800232063411	-4,894248003074653
2,0714349566266974	-2,097549275065826
-3,12931768667688	2,417427256761173
-3,3948679713696723	-4,226012239957614
-2,824276351453032	-3,54444575046688
-2,7438601516497325	-3,9019031848536887
-2,4555438091439057	-4,12643951837544
-2,198917532691792	-4,998595046918767
