X	Y
-1,299756416699832	4,341679013632675
-2,6273371308278746	3,9358265303502
-3,393120215423988	-1,891073252155093
-1,2440770257457954	5,033823527563046
-3,104632625085133	3,834256408277494
-1,6411369943606662	5,004469364898395
-1,4804893095952842	4,510072441020908
-1,0819917791224383	4,730159455788358
2,1344133012932343	-3,2651321937821765
-3,4639065773152	-1,9655621882441703
2,2754559613196865	-3,2446893383215754
-1,6142542407895784	4,557474571359839
-2,081535956786495	3,878416739098677
2,029675554155718	-4,229603610411633
-4,45699372989789	-1,789123394377711
-2,153220112848729	5,604857843604854
-1,9876227303711749	5,470588689717972
3,266777706246146	-5,0908313346617025
-4,912112499896184	-1,6199088665797365
-1,7143120706786443	3,8374696920970215
-5,014518540202069	-3,396692907679207
-5,055821788272178	-3,0965940783048427
3,898720679956579	-4,792725922223701
-1,7361734983349528	4,8145058371600005
-2,285309074415939	3,6929506412488236
-1,8308368676539637	4,028473775085728
-4,732861456958246	-3,0706306902884384
-1,930997832850645	4,171225775156913
-3,5489968960383464	-1,9272592870062706
2,1057913068089675	-4,2303767037119
-4,168553364019506	-1,425365124747873
-3,2498613661490334	-1,8124517768522317
-2,482521616677413	3,802925488942938
2,7865642262622288	-4,620682578963741
3,790615749282729	-4,778004737319841
3,5924660091383225	-4,416905325114705
3,260510248028814	-4,644041896502987
2,7517404244167087	-2,616363056841937
-2,4360420743045847	4,2185973109696455
3,887690863706513	-4,959667590130149
-3,1004562720758178	-1,4742781177038564
2,5416613366087204	-4,0356725466678816
-3,930273995846143	-1,5496650464319088
-1,709460432925222	5,750212465212437
2,542186813394596	-3,032256228046092
2,079244982849445	-4,142014098967593
3,0502578209816633	-4,908250236226618
-3,9268734081626033	-1,5042979162397403
2,6467972922332432	-3,3903234576800276
2,5335076549570177	-4,115854977747993
-3,484271840520719	-2,014071341958478
-2,027771645107814	5,614768235614495
-1,945828380418115	4,172343265967498
-2,915557053331453	4,299486229211084
-2,8846777535655588	-1,6946925655839422
-1,9166193992915044	5,599865195817589
-4,745645389252766	-1,616877864354566
-1,1885200466764834	4,947176226186373
-1,2348744185883143	4,673284723628675
-3,669934655724811	-1,6091815497748994
-4,086052095104791	-1,7661460337980892
