X	Y
-0,6810958799844684	-3,7163795034688576
1,8976450146786261	3,402315049744937
0,3894429694462196	3,413544540999353
0,9730995031480886	-0,6457677169460412
0,9292236590907899	-0,550747617876685
1,8301087246410441	-2,321156900497801
-0,3657307821673139	-3,1190962525781316
1,2378179228379156	-1,5247502113826579
0,5238072645430083	-2,7565525035078173
1,4320752799186411	-2,7171571683463127
1,8528874605304428	3,6430872753815073
-0,23371666310462919	-3,548781353635122
1,0149559015648544	-1,8496415065044778
1,823330469323786	3,5114222845143193
0,9598948633986331	2,8654227029192967
-0,44923507833910625	-3,0848263640602145
0,7387005613948376	-1,0292244382034408
1,7712646390106672	-2,6041812896512258
1,2568593273840705	-0,714447236935668
-0,3070662079086064	4,740191913879951
1,0551960802513929	-1,979412518302897
1,3461511493853757	-0,9821817845906162
1,2456532709702037	3,256020246702584
1,214330539642427	-0,4786356957120934
-0,17660372029678673	-3,2713758695188497
1,1091384825256336	-1,9591949562516318
-0,35148656108944204	-2,8983379365156674
1,316164304629757	-2,978475372111628
1,785980005899609	3,6974826042226043
-0,07027888740697508	4,454052972456641
1,7197046204213544	3,583178595139254
1,436609318833666	2,9908143420380657
-0,3121619524253787	3,3221218082109796
-0,2654024407939731	-3,5318248501154064
-0,4674705117813387	3,9130443499767913
0,8848930754509878	-3,179185705129834
0,030380397007660598	4,105503644716227
0,05884325462807549	3,758502382128724
1,0858605379873836	-0,24310858630416177
-0,6102664872796166	4,213007086099292
0,11743562905931504	4,451342468413952
1,5511989713667418	-1,6830477392619436
0,17567236205590703	-3,3183080608179094
-0,3902176867820577	5,2305203672723755
2,0092415285246368	3,600374745162638
1,8300652619360702	-1,5205928505823065
1,4906757813250118	3,179325066978943
1,7427088118288512	-2,3786654457501193
-0,07834110696937069	4,823340123739625
0,4860424495028173	3,346919574556161
-0,001644959434333959	3,982131101818922
1,6210205870598458	-1,5100318115554392
1,6640767073487577	-2,672040444989905
1,0820319097408064	-2,1743952810322864
-0,2153875021976197	4,959760968382304
0,9386736231924631	-0,43351166339569547
1,0052316159392696	2,8649946648253226
0,13203621574594915	4,938657234840519
1,5131472168384559	-2,8092682165906906
-0,4067936381206876	4,257576382157969
2,3759078920348125	4,079372612632418
-0,48599785259487466	-3,3729964234109504
0,5444688099522677	-3,640065946156339
1,3741949480841107	-0,46679097529142943
-0,1601803272611768	3,972049461550651
1,2993947605821934	3,127437895198931
1,2069127701854225	3,547375001314304
1,4292765632336313	-2,0452911963595795
1,471636558959873	-1,406198352492593
0,5249110166654831	2,7547908767749307
1,286543603578705	-1,314337840782172
0,9587386885932988	-1,4268718607323392
1,043064942738968	-1,851379156466024
1,113201106126433	-0,8695977946919098
0,46840258838925397	-3,6831642556006745
1,4038250285662308	-3,073684977524956
1,252155516977331	-1,4709825445623235
0,1514319826351075	-3,3499791505773078
0,10766345384569709	4,262890375601965
-0,5469971088282448	4,421370995028012
0,8249481105224379	-2,852406485031535
2,1447125494775783	3,9131285889172336
-0,4712141614109904	4,345461522903495
1,9581131396239326	3,761503124509897
-0,15384091936533345	-3,169757206143027
0,7857616232875448	-3,618349154190163
0,13349066012783894	4,760011099972166
1,532395690960249	-2,4566675213588547
0,18536279217374552	4,118918745231653
1,3383880884572383	-1,4762820786056887
-0,5800478594492839	4,6469458451879735
0,020486886155519857	4,902318060182488
1,0812906669770401	3,1224288458814455
1,1466840418366893	-1,5615074842315224
0,6984987928175717	-2,5865700805535345
1,9357259174890433	-1,7690489631580655
1,2596389024273797	-0,4337506803184177
-0,8169842822464761	4,890573929861899
0,3756004520956311	3,5489890214189437
0,8372592498179733	-0,8893237461234242
