5,0177988	8,3240466
4,289251	6,9551186
4,619358	5,5246697
6,9061934	20,4285391
3,6123463	6,3794517
5,5119541	6,8685659
3,3302549	7,0242797
3,8429968	6,3691062
4,5807725	7,127311
8,7737381	19,5074562
3,9718548	7,0735364
3,1276208	6,3709022
3,6786755	6,9976313
4,6713412	7,2011681
5,5089426	7,3980954
3,6105337	7,1453286
7,2923179	18,5234158
8,7797552	19,6494356
8,8222265	19,1417133
6,6648826	20,5069491
6,3826402	19,9810605
4,6045913	6,3359087
5,3053591	6,4746283
2,6854181	6,7184544
7,4880491	19,4656033
4,6569152	6,0581207
3,1330154	6,3601728
7,1941091	19,5037102
6,6434005	19,5257223
3,8872831	6,6696792
3,6180424	7,0602962
4,6597408	7,5943523
7,7293628	19,1169667
4,1412818	6,1693794
7,6305918	19,7891194
8,4770363	18,3119524
6,8575618	19,4677561
4,4528936	7,9255737
7,4515367	19,1020632
8,0039061	19,6505159
2,9842174	7,3780675
2,5733604	6,0537021
5,3233369	5,4937214
7,8762978	19,5060778
2,9151059	7,2657412
6,6998291	19,6744374
6,8522237	19,1081175
4,7344625	6,8252427
3,2515654	6,8534085
5,0461206	6,5434034
7,0505739	20,7795157
4,4045094	6,3980644
3,8013717	7,1708407
5,009004	7,3603618
4,9268038	7,3311729
7,4687109	19,2414909
4,9299141	6,5377258
6,6180718	20,9692998
7,2436712	19,2650516
4,9429814	6,5629306
4,7017268	7,2461341
3,8058752	7,9876768
8,2693551	18,9262098
7,4470137	19,0546561
6,9058145	19,2278608
5,2524498	19,537537
4,8145499	7,3024725
8,0156116	20,1079723
5,3676697	6,5911361
6,8664558	19,9719819
7,905961	18,8824784
4,15151	6,9850044
7,1127681	19,7094192
7,8282036	19,5355886
6,7136842	19,9147089
6,8657624	19,3031232
6,1707187	19,5373189
3,4066252	7,3780137
4,205219	6,9424086
7,2555305	18,6635889
3,2044485	6,7062531
8,678157	18,93294
4,1547148	7,2509646
4,8576155	6,8083349
4,118067	5,7961853
7,6355267	18,5690215
7,0224704	19,3209555
8,2228029	19,5173334
5,0507454	20,287024
4,2873054	6,9352277
2,7502218	6,1228675
8,4760903	20,0847325
4,1355052	6,5247636
6,8619719	18,6962691
6,065817	18,4142082
5,3337007	6,8022352
4,673887	7,2397067
7,6904776	19,3787632
8,8385185	17,9117113
4,740986	6,2858495
5,1884783	6,8961115
7,5887163	20,1048455
7,5626056	19,3381454
7,7800526	19,8376144
7,9796862	18,955881
7,0581262	20,2095495
8,8947645	19,6736654
5,7307507	7,602263
3,8590569	7,2539011
7,9415215	19,1247744
4,7357759	7,3527613
7,1341019	19,0718929
4,2783654	6,9559057
4,4273618	6,3313644
5,559726	18,2072958
7,4605672	18,9092783
6,3425004	19,1947982
4,0686789	7,8573205
8,037496	19,975418
5,5686238	6,4148963
7,4136031	20,5284629
6,1235765	19,8716337
5,3900571	7,3094954
6,7157788	19,380058
8,4073872	17,8437505
5,1623853	7,2515273
3,8082017	7,2270151
4,4692364	6,9161206
8,5410728	19,0980794
6,5951383	19,7685956
6,3042258	5,3015729
5,4489696	7,7719759
4,209865	5,7531939
7,995609	19,8061935
4,5704757	5,9507505
6,0419096	20,1402368
3,7778403	7,1813681
7,4925637	19,7658341
4,1401147	7,1527717
6,9992417	19,8832014
5,3992226	5,2499123
4,1751919	7,4353502
3,9661851	6,7730698
4,283659	6,8617473
5,2096341	6,680752
6,874415	21,1586359
6,794927	17,9708284
8,1561182	18,8894374
7,9650543	19,2841293
7,5632561	19,4847201
6,1014587	19,3014746
8,6844143	20,0079924
4,8832208	6,6643692
4,0470563	6,3647917
8,2723001	18,6762865
7,1996805	18,4603313
4,620266	6,8595788
8,3350052	18,1685362
5,6485714	19,6341548
6,8606873	19,1884337
7,558484	19,4724917
6,3724572	17,900081
8,558987	20,1847081
4,0305789	8,2931654
5,0249374	7,8593817
3,7815959	6,7598151
3,5832613	6,5694063
6,1416694	19,995557
7,5622512	20,5517102
6,4929637	6,1547266
4,474965	6,6445718
7,5601245	20,3202896
5,1185957	6,857121
7,3848801	18,8463661
5,6537544	7,2297777
4,9856888	6,2600116
4,2016918	6,3084852
6,0295328	20,4955564
5,3011101	6,9760272
8,2856768	19,1352956
4,5124807	6,6437931
7,8378958	19,4660533
6,6638975	19,4736659
4,9123264	7,3028694
3,8872581	6,7663406
6,9134927	19,7348801
6,8941267	18,8919168
3,3102068	7,7406747
4,6652508	7,6212152
5,1168015	19,0437681
4,1734547	6,0604602
6,3191826	18,1361906
6,4951139	18,9633991
7,6404314	19,4879403
7,0920022	20,3727293
8,4751931	20,600762
6,1269879	19,0955276
3,9668287	7,047771
4,5313756	6,068297
7,6658668	19,6360952
4,4326845	6,3353431
7,392132	19,6510248
4,4876054	7,9443374
4,733085	7,2842045
6,6951315	19,1355628
7,5148595	18,1496265
5,2935033	20,1870214
5,0839777	6,2074603
7,6886513	19,6834883
5,633851	6,19164
6,6736675	18,8676457
6,7583497	20,4269656
4,8412726	5,6646227
5,0331123	19,7710866
4,806857	7,2229732
7,002555	19,4445767
6,635509	6,6260451
6,3976657	20,2531081
7,8849924	20,4320893
6,3940068	19,5433714
6,9811582	19,428492
5,4629994	7,2183177
7,484636	19,0295848
5,2754739	6,3183391
3,0170784	6,2784462
7,4775118	20,2632838
7,9971002	19,4713686
5,1252986	6,5236916
8,0896434	19,0982905
8,561586	18,7588252
4,593629	7,5069073
5,1121069	6,3831618
4,3721641	6,7762237
7,1338804	19,1327442
7,7148715	19,1552379
