X	Y	Brightness
-4,232254238404247	1,4171340436639115	0,09669749604105282
-0,9458257783274655	0,42999719192633346	0,7270924898367045
-0,907438535429727	2,2429857218306712	0,9145736964010057
-1,018823462758545	0,6868353493860564	0,8430241607064112
-4,803390216588477	1,4233367347943437	0,18166250230649328
2,568369342237969	-1,9186409519830254	0,3586587492912531
3,2885048778504156	-3,072300708516383	0,31689937003178914
2,8136774849593316	-3,148651526211419	0,625827622036444
2,901477441355067	-4,0945573177986745	0,2607571015960024
-1,1019300188071537	1,0116888241935493	0,5923541618702417
-0,054060155325383275	0,5846830293431049	0,21487697106761372
-0,8088568218233564	1,2549253042412456	0,31587518378600166
-4,409480439783029	1,2648222803335372	0,09669233051158677
-5,354540076418261	-0,3812270713945123	0,15638052527554758
-0,4671030016055474	2,0355148423136358	0,9916112201743795
-0,4491204798696773	0,03293715146673204	0,47000851945919275
-0,8251400320754726	1,8950034958944397	0,2096459326259753
-0,26331648798817925	2,3471320407310263	0,5325316012522839
-4,922286538605414	0,0638313092118767	0,4453770188951306
-4,471873357460648	1,2486470407698602	0,9575417646247494
-0,6581651951206018	2,1710846915860795	0,5857903449833627
-5,309568391679406	-0,32188266535227483	0,07732767207641422
-1,3878723240552175	1,3113503935174786	0,7953602390036986
-5,003969173692091	0,2791362059070986	0,3782435718363313
-0,6628298562780799	0,919213999315168	0,13949275717336362
-0,5916782257480091	1,7704095091760177	0,6131473297847261
-0,5660783343252473	1,8311793422853473	0,6023194734522294
-1,2518208978787726	1,796473364130859	0,7781969808165975
-0,8001953491965303	2,5557573196681584	0,05277963226700699
-1,2055456527175639	0,700608343624118	0,335501275229412
-0,34270301769054395	-0,02387378876930657	0,8642340911834229
-0,41797501840577134	0,4828421608656315	0,7851089012214916
2,7080957195879716	-3,9889069681103306	0,5856781846375203
-0,9220680506565204	1,8090345478665328	0,039947368866921185
-0,33379174093558595	2,195628661590882	0,8070639050931685
2,8494353524305573	-2,6958751904271514	0,7743986132639629
-0,5334773828775867	0,21240742282618363	0,8173967044145927
-5,228294777482167	0,006669442440877776	0,22807242771743885
-0,4651699930003068	0,18744766191595774	0,43252675522485906
-0,6265705878085212	1,0542929337018476	0,5222697815564916
-4,986414765935648	0,5646328244811407	0,7735712180379924
-0,537434132386194	2,670014714942285	0,9165477142501208
-0,28511398692033846	2,5128013148559534	0,7438260039603417
-5,000376326203897	-0,7468647598919599	0,47605263305920076
-0,02810992528897782	0,1310473873976865	0,41270706842058447
-0,5486058123375815	0,8929947567965943	0,6246859184686604
-0,7001905974548764	1,9716262982559392	0,57212196224079
-5,103218629409255	0,09408335520665523	0,4619577953814008
3,338666489587574	-2,8309226810589774	0,04350433183650215
-0,4920923977865175	2,504249728834955	0,6309438749023478
-4,946434668918943	1,1965646116983428	0,7085372549659448
3,069387732628296	-3,885953690465855	0,5167244161266487
-1,0972347055698635	1,5222827120339886	0,6374682913980151
-4,547276028619094	0,8522024865972919	0,6551320604599243
-0,42993485867744874	0,7577082826268173	0,34239111041283943
